,fps,duration,cudaTotal
avg_18,44.6958,22.8312,0
max_18,55.8735,27.9204,0
min_18,35.8161,17.8976,0
2,36.278,27.5649,0
3,35.8161,27.9204,0
4,37.3271,26.7902,0
5,39.4588,25.3429,0
6,41.0368,24.3683,0
7,39.422,25.3666,0
8,42.5949,23.477,0
9,42.2242,23.6831,0
10,40.672,24.5869,0
11,44.9017,22.2709,0
12,40.4224,24.7388,0
13,48.9703,20.4205,0
14,53.1107,18.8286,0
15,50.9098,19.6426,0
16,48.1158,20.7832,0
17,55.2491,18.0999,0
18,52.1405,19.179,0
19,55.8735,17.8976,0
