,fps,duration,cudaTotal
avg_18,37.4033,27.2158,0
max_18,44.2639,33.976,0
min_18,29.4325,22.5918,0
2,29.4325,33.976,0
3,32.166,31.0887,0
4,33.9203,29.4809,0
5,31.803,31.4436,0
6,31.8093,31.4374,0
7,33.9894,29.4209,0
8,31.8427,31.4044,0
9,33.0764,30.233,0
10,42.0346,23.7899,0
11,42.5468,23.5035,0
12,43.629,22.9205,0
13,39.1692,25.5303,0
14,41.3116,24.2063,0
15,39.8271,25.1085,0
16,44.2639,22.5918,0
17,41.0773,24.3444,0
18,43.521,22.9774,0
19,37.8403,26.4269,0
