,fps,duration,cudaTotal
avg_48,43.7781,22.8593,0
max_48,45.2804,24.8676,0
min_48,40.213,22.0846,0
2,42.2485,23.6695,0
3,43.9135,22.772,0
4,43.7495,22.8574,0
5,41.7761,23.9371,0
6,44.2801,22.5835,0
7,41.5616,24.0607,0
8,40.8074,24.5054,0
9,43.7642,22.8497,0
10,43.8387,22.8109,0
11,43.0571,23.225,0
12,44.4155,22.5146,0
13,42.4247,23.5712,0
14,44.2756,22.5858,0
15,45.138,22.1543,0
16,44.778,22.3324,0
17,43.2464,23.1233,0
18,43.6192,22.9257,0
19,44.9719,22.2361,0
20,42.9889,23.2618,0
21,43.8828,22.788,0
22,44.0111,22.7216,0
23,44.9838,22.2302,0
24,44.4442,22.5001,0
25,44.6591,22.3918,0
26,43.7126,22.8767,0
27,45.0295,22.2076,0
28,43.2825,23.104,0
29,43.6251,22.9226,0
30,44.2495,22.5991,0
31,44.3386,22.5537,0
32,44.5661,22.4386,0
33,44.829,22.307,0
34,44.7648,22.339,0
35,44.9828,22.2307,0
36,45.2804,22.0846,0
37,44.3312,22.5575,0
38,44.2708,22.5883,0
39,45.2182,22.115,0
40,40.213,24.8676,0
41,43.2908,23.0996,0
42,42.3885,23.5913,0
43,43.4225,23.0295,0
44,44.2691,22.5891,0
45,42.1066,23.7493,0
46,44.2072,22.6207,0
47,42.3287,23.6246,0
48,45.1713,22.1379,0
49,44.6321,22.4054,0
