,fps,duration,cudaTotal
avg_18,63.197,15.8355,0
max_18,66.3766,16.5849,0
min_18,60.2958,15.0656,0
2,60.2958,16.5849,0
3,62.0528,16.1153,0
4,64.5088,15.5018,0
5,60.8709,16.4282,0
6,65.594,15.2453,0
7,65.4052,15.2893,0
8,63.4603,15.7579,0
9,64.0651,15.6091,0
10,63.6534,15.7101,0
11,61.3419,16.3021,0
12,66.3766,15.0656,0
13,64.8589,15.4181,0
14,64.3325,15.5443,0
15,61.9902,16.1316,0
16,63.383,15.7771,0
17,62.4757,16.0062,0
18,61.1581,16.3511,0
19,61.7225,16.2015,0
