,fps,duration,cudaTotal
avg_48,34.1717,29.3156,0
max_48,36.9125,33.3347,0
min_48,29.9988,27.0911,0
2,32.7175,30.5647,0
3,34.0603,29.3597,0
4,36.0277,27.7564,0
5,33.7581,29.6226,0
6,36.9125,27.0911,0
7,35.0023,28.5696,0
8,34.8269,28.7134,0
9,36.0404,27.7466,0
10,33.5823,29.7776,0
11,33.7564,29.624,0
12,35.1818,28.4238,0
13,32.0118,31.2385,0
14,31.6367,31.6089,0
15,34.6528,28.8577,0
16,34.2555,29.1924,0
17,29.9988,33.3347,0
18,35.7028,28.009,0
19,35.7095,28.0038,0
20,33.3205,30.0116,0
21,34.2773,29.1738,0
22,33.9153,29.4852,0
23,31.2364,32.0139,0
24,31.7475,31.4985,0
25,33.3479,29.9869,0
26,32.1227,31.1306,0
27,34.674,28.8401,0
28,34.8548,28.6904,0
29,34.4704,29.0104,0
30,33.6942,29.6787,0
31,34.8097,28.7277,0
32,34.48,29.0023,0
33,35.2901,28.3365,0
34,36.4625,27.4254,0
35,35.2701,28.3527,0
36,33.2973,30.0325,0
37,32.9918,30.3105,0
38,32.8289,30.4609,0
39,33.711,29.6639,0
40,35.5367,28.1399,0
41,33.7315,29.6459,0
42,35.0677,28.5162,0
43,35.2732,28.3501,0
44,34.4275,29.0465,0
45,33.3711,29.9661,0
46,35.1235,28.4709,0
47,34.1459,29.2861,0
48,35.2084,28.4023,0
49,35.7186,27.9966,0
