,fps,duration,cudaTotal
avg_18,68.0954,14.7197,0
max_18,72.5614,16.337,0
min_18,61.2106,13.7814,0
2,64.8127,15.4291,0
3,68.1678,14.6697,0
4,69.2799,14.4342,0
5,67.8003,14.7492,0
6,72.5614,13.7814,0
7,71.6482,13.9571,0
8,72.0505,13.8792,0
9,71.1986,14.0452,0
10,69.7988,14.3269,0
11,70.9587,14.0927,0
12,71.6535,13.9561,0
13,68.1165,14.6807,0
14,66.4598,15.0467,0
15,64.173,15.5829,0
16,63.0341,15.8644,0
17,61.2106,16.337,0
18,66.5378,15.0291,0
19,66.2553,15.0931,0
