,fps,duration,cudaTotal
avg_48,31.8646,31.3986,0
max_48,33.2303,33.2754,0
min_48,30.0522,30.093,0
2,32.269,30.9895,0
3,31.1188,32.1349,0
4,31.006,32.2518,0
5,30.4056,32.8887,0
6,31.9549,31.2941,0
7,30.7992,32.4684,0
8,31.6962,31.5496,0
9,31.5671,31.6786,0
10,30.9663,32.2932,0
11,30.9111,32.3508,0
12,30.9447,32.3157,0
13,32.0225,31.228,0
14,32.6021,30.6729,0
15,32.1025,31.1503,0
16,32.7961,30.4915,0
17,31.499,31.7471,0
18,31.7874,31.459,0
19,31.7956,31.4509,0
20,32.1683,31.0865,0
21,32.1028,31.1499,0
22,32.2087,31.0475,0
23,32.0904,31.162,0
24,32.0091,31.2411,0
25,32.0869,31.1654,0
26,32.3356,30.9257,0
27,31.4611,31.7853,0
28,32.6408,30.6365,0
29,31.6054,31.6401,0
30,31.9526,31.2964,0
31,30.0522,33.2754,0
32,32.0638,31.1879,0
33,32.7582,30.5267,0
34,31.8935,31.3544,0
35,32.8437,30.4473,0
36,32.2887,30.9706,0
37,32.4284,30.8372,0
38,32.9081,30.3877,0
39,32.6624,30.6162,0
40,31.2521,31.9978,0
41,31.4704,31.7759,0
42,30.8121,32.4548,0
43,31.4065,31.8406,0
44,31.7222,31.5237,0
45,30.9686,32.2908,0
46,32.5534,30.7188,0
47,33.2303,30.093,0
48,33.011,30.293,0
49,32.27,30.9885,0
