,fps,duration,cudaTotal
avg_48,26.2465,38.1176,0
max_48,27.2221,40.217,0
min_48,24.8651,36.7349,0
2,26.0005,38.4608,0
3,25.759,38.8214,0
4,26.5671,37.6406,0
5,25.3852,39.3931,0
6,26.2349,38.1172,0
7,25.4348,39.3162,0
8,24.8651,40.217,0
9,26.6655,37.5017,0
10,26.9291,37.1345,0
11,26.4821,37.7614,0
12,26.0229,38.4277,0
13,26.3153,38.0007,0
14,26.6734,37.4906,0
15,25.3276,39.4827,0
16,26.4354,37.828,0
17,26.3706,37.921,0
18,25.6136,39.0417,0
19,26.5082,37.7242,0
20,25.4326,39.3196,0
21,26.4844,37.7581,0
22,26.5238,37.702,0
23,26.137,38.26,0
24,26.5972,37.5979,0
25,27.2221,36.7349,0
26,25.2953,39.5331,0
27,26.983,37.0604,0
28,25.7712,38.803,0
29,26.1591,38.2277,0
30,25.6909,38.9243,0
31,25.5231,39.1802,0
32,26.7504,37.3826,0
33,26.0518,38.385,0
34,27.1188,36.8748,0
35,26.5146,37.7151,0
36,27.0096,37.0239,0
37,26.7625,37.3657,0
38,26.5651,37.6433,0
39,26.7,37.4531,0
40,26.6206,37.5649,0
41,26.0412,38.4006,0
42,26.529,37.6946,0
43,26.4743,37.7725,0
44,26.7529,37.3792,0
45,25.6651,38.9634,0
46,26.1832,38.1924,0
47,25.4116,39.3521,0
48,26.3666,37.9268,0
49,26.9026,37.1711,0
