,fps,duration,cudaTotal
avg_18,38.4671,26.0066,0
max_18,39.7608,26.8713,0
min_18,37.2144,25.1504,0
2,37.734,26.5013,0
3,38.6854,25.8495,0
4,37.3512,26.7729,0
5,37.4007,26.7375,0
6,39.2083,25.5048,0
7,38.3577,26.0704,0
8,39.2785,25.4592,0
9,39.7608,25.1504,0
10,37.7268,26.5063,0
11,38.1192,26.2335,0
12,39.226,25.4933,0
13,38.6207,25.8928,0
14,38.0404,26.2878,0
15,38.825,25.7566,0
16,39.5521,25.2831,0
17,37.2144,26.8713,0
18,38.2575,26.1387,0
19,39.0493,25.6086,0
